topic,paper_ID,sentence_ID,sentence,words,BIO,POS,length
relation-classification,0,29,"Our model first detects entities and then extracts relations between the detected entities using a single incrementally - decoded NN structure , and the NN parameters are jointly updated using both entity and relation labels .","['Our', 'model', 'first', 'detects', 'entities', 'and', 'then', 'extracts', 'relations', 'between', 'the', 'detected', 'entities', 'using', 'a', 'single', 'incrementally', '-', 'decoded', 'NN', 'structure', ',', 'and', 'the', 'NN', 'parameters', 'are', 'jointly', 'updated', 'using', 'both', 'entity', 'and', 'relation', 'labels', '.']","['O', 'O', 'O', 'B-p', 'B-n', 'O', 'B-p', 'I-p', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP$', 'NN', 'JJ', 'VBZ', 'NNS', 'CC', 'RB', 'VBZ', 'NNS', 'IN', 'DT', 'JJ', 'NNS', 'VBG', 'DT', 'JJ', 'RB', ':', 'VBD', 'NNP', 'NN', ',', 'CC', 'DT', 'NNP', 'NNS', 'VBP', 'RB', 'VBN', 'VBG', 'DT', 'NN', 'CC', 'NN', 'NNS', '.']",36
relation-classification,0,30,"Unlike traditional incremental end - to - end relation extraction models , our model further incorporates two enhancements into training : entity pretraining , which pretrains the entity model , and scheduled sampling , which replaces ( unreliable ) predicted labels with gold labels in a certain probability .","['Unlike', 'traditional', 'incremental', 'end', '-', 'to', '-', 'end', 'relation', 'extraction', 'models', ',', 'our', 'model', 'further', 'incorporates', 'two', 'enhancements', 'into', 'training', ':', 'entity', 'pretraining', ',', 'which', 'pretrains', 'the', 'entity', 'model', ',', 'and', 'scheduled', 'sampling', ',', 'which', 'replaces', '(', 'unreliable', ')', 'predicted', 'labels', 'with', 'gold', 'labels', 'in', 'a', 'certain', 'probability', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['IN', 'JJ', 'JJ', 'NN', ':', 'TO', ':', 'VB', 'NN', 'NN', 'NNS', ',', 'PRP$', 'NN', 'RB', 'VBZ', 'CD', 'NNS', 'IN', 'NN', ':', 'NN', 'NN', ',', 'WDT', 'VBZ', 'DT', 'NN', 'NN', ',', 'CC', 'VBD', 'NN', ',', 'WDT', 'VBZ', '(', 'JJ', ')', 'VBD', 'NNS', 'IN', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', '.']",49
relation-classification,0,31,"These enhancements alleviate the problem of low - performance entity detection in early stages of training , as well as allow entity information to further help downstream relation classification .","['These', 'enhancements', 'alleviate', 'the', 'problem', 'of', 'low', '-', 'performance', 'entity', 'detection', 'in', 'early', 'stages', 'of', 'training', ',', 'as', 'well', 'as', 'allow', 'entity', 'information', 'to', 'further', 'help', 'downstream', 'relation', 'classification', '.']","['O', 'O', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'NNS', 'VBP', 'DT', 'NN', 'IN', 'JJ', ':', 'NN', 'NN', 'NN', 'IN', 'JJ', 'NNS', 'IN', 'NN', ',', 'RB', 'RB', 'IN', 'JJ', 'NN', 'NN', 'TO', 'VB', 'NN', 'VB', 'NN', 'NN', '.']",30
relation-classification,0,154,We implemented our model using the cnn library .,"['We', 'implemented', 'our', 'model', 'using', 'the', 'cnn', 'library', '.']","['O', 'B-p', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['PRP', 'VBD', 'PRP$', 'NN', 'VBG', 'DT', 'NN', 'NN', '.']",9
relation-classification,0,155,"We parsed the texts using the Stanford neural dependency parser 7 ( Chen and Manning , 2014 ) with the original Stanford Dependencies .","['We', 'parsed', 'the', 'texts', 'using', 'the', 'Stanford', 'neural', 'dependency', 'parser', '7', '(', 'Chen', 'and', 'Manning', ',', '2014', ')', 'with', 'the', 'original', 'Stanford', 'Dependencies', '.']","['O', 'B-p', 'O', 'B-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['PRP', 'VBD', 'DT', 'NN', 'VBG', 'DT', 'NNP', 'JJ', 'NN', 'NN', 'CD', '(', 'NNP', 'CC', 'NNP', ',', 'CD', ')', 'IN', 'DT', 'JJ', 'NNP', 'NNP', '.']",24
relation-classification,0,156,"Based on preliminary tuning , we fixed embedding dimensions n w to 200 , n p , n d , n e to 25 , and dimensions of intermediate layers ( n ls , n lt of LSTM - RNNs and n he , n hr of hidden layers ) to 100 .","['Based', 'on', 'preliminary', 'tuning', ',', 'we', 'fixed', 'embedding', 'dimensions', 'n', 'w', 'to', '200', ',', 'n', 'p', ',', 'n', 'd', ',', 'n', 'e', 'to', '25', ',', 'and', 'dimensions', 'of', 'intermediate', 'layers', '(', 'n', 'ls', ',', 'n', 'lt', 'of', 'LSTM', '-', 'RNNs', 'and', 'n', 'he', ',', 'n', 'hr', 'of', 'hidden', 'layers', ')', 'to', '100', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'B-p', 'I-p', 'O', 'B-n', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'O']","['VBN', 'IN', 'JJ', 'NN', ',', 'PRP', 'VBD', 'VBG', 'NNS', 'RB', 'VBP', 'TO', 'CD', ',', 'RB', 'NN', ',', 'JJ', 'NN', ',', 'JJ', 'NN', 'TO', 'CD', ',', 'CC', 'NNS', 'IN', 'JJ', 'NNS', '(', 'JJ', 'NN', ',', 'JJ', 'NN', 'IN', 'NNP', ':', 'NN', 'CC', 'NN', 'PRP', ',', 'JJ', 'NN', 'IN', 'JJ', 'NNS', ')', 'TO', 'CD', '.']",53
relation-classification,0,157,We initialized word vectors via word2 vec trained on Wikipedia 8 and randomly initialized all other parameters .,"['We', 'initialized', 'word', 'vectors', 'via', 'word2', 'vec', 'trained', 'on', 'Wikipedia', '8', 'and', 'randomly', 'initialized', 'all', 'other', 'parameters', '.']","['O', 'B-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'VBD', 'NN', 'NNS', 'IN', 'NN', 'NN', 'VBN', 'IN', 'NNP', 'CD', 'CC', 'VB', 'VBN', 'DT', 'JJ', 'NNS', '.']",18
relation-classification,0,165,"Table 1 compares our model with the state - of - theart feature - based model of on final test sets , and shows that our model performs better than the state - of - the - art model .","['Table', '1', 'compares', 'our', 'model', 'with', 'the', 'state', '-', 'of', '-', 'theart', 'feature', '-', 'based', 'model', 'of', 'on', 'final', 'test', 'sets', ',', 'and', 'shows', 'that', 'our', 'model', 'performs', 'better', 'than', 'the', 'state', '-', 'of', '-', 'the', '-', 'art', 'model', '.']","['O', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['JJ', 'CD', 'VBZ', 'PRP$', 'NN', 'IN', 'DT', 'NN', ':', 'IN', ':', 'NN', 'NN', ':', 'VBN', 'NN', 'IN', 'IN', 'JJ', 'NN', 'NNS', ',', 'CC', 'VBZ', 'IN', 'PRP$', 'NN', 'VBZ', 'JJR', 'IN', 'DT', 'NN', ':', 'IN', ':', 'DT', ':', 'NN', 'NN', '.']",40
relation-classification,0,166,"To analyze the contributions and effects of the various components of our end - to - end relation extraction model , we perform ablation tests on the ACE05 development set ( ) .","['To', 'analyze', 'the', 'contributions', 'and', 'effects', 'of', 'the', 'various', 'components', 'of', 'our', 'end', '-', 'to', '-', 'end', 'relation', 'extraction', 'model', ',', 'we', 'perform', 'ablation', 'tests', 'on', 'the', 'ACE05', 'development', 'set', '(', ')', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O']","['TO', 'VB', 'DT', 'NNS', 'CC', 'NNS', 'IN', 'DT', 'JJ', 'NNS', 'IN', 'PRP$', 'NN', ':', 'TO', ':', 'VB', 'NN', 'NN', 'NN', ',', 'PRP', 'VBP', 'JJ', 'NNS', 'IN', 'DT', 'NNP', 'NN', 'NN', '(', ')', '.']",33
relation-classification,0,167,"The performance slightly degraded without scheduled sampling , and the performance significantly degraded when we removed entity pretraining or removed both ( p < 0.05 ) .","['The', 'performance', 'slightly', 'degraded', 'without', 'scheduled', 'sampling', ',', 'and', 'the', 'performance', 'significantly', 'degraded', 'when', 'we', 'removed', 'entity', 'pretraining', 'or', 'removed', 'both', '(', 'p', '<', '0.05', ')', '.']","['O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-p', 'I-p', 'I-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NN', 'RB', 'VBD', 'IN', 'VBN', 'NN', ',', 'CC', 'DT', 'NN', 'RB', 'VBD', 'WRB', 'PRP', 'VBD', 'NN', 'NN', 'CC', 'VBN', 'DT', '(', 'NN', 'RB', 'CD', ')', '.']",27
relation-classification,0,180,"When we removed all the enhancements , i.e. , scheduled sampling , entity pretraining , label embedding , and shared parameters , the performance is significantly worse than SP - Tree ( p < 0.01 ) , showing that these enhancements provide complementary benefits to end - to - end relation extraction .","['When', 'we', 'removed', 'all', 'the', 'enhancements', ',', 'i.e.', ',', 'scheduled', 'sampling', ',', 'entity', 'pretraining', ',', 'label', 'embedding', ',', 'and', 'shared', 'parameters', ',', 'the', 'performance', 'is', 'significantly', 'worse', 'than', 'SP', '-', 'Tree', '(', 'p', '<', '0.01', ')', ',', 'showing', 'that', 'these', 'enhancements', 'provide', 'complementary', 'benefits', 'to', 'end', '-', 'to', '-', 'end', 'relation', 'extraction', '.']","['O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'O', 'B-n', 'I-n', 'O', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['WRB', 'PRP', 'VBD', 'PDT', 'DT', 'NNS', ',', 'FW', ',', 'VBN', 'NN', ',', 'NN', 'NN', ',', 'NN', 'NN', ',', 'CC', 'VBD', 'NNS', ',', 'DT', 'NN', 'VBZ', 'RB', 'JJR', 'IN', 'NNP', ':', 'NNP', '(', 'JJ', 'NNP', 'CD', ')', ',', 'VBG', 'IN', 'DT', 'NNS', 'VBP', 'JJ', 'NNS', 'TO', 'VB', ':', 'TO', ':', 'VB', 'NN', 'NN', '.']",53
named-entity-recognition,8,2,BERT : Pre-training of Deep Bidirectional Transformers for Language Understanding,"['BERT', ':', 'Pre-training', 'of', 'Deep', 'Bidirectional', 'Transformers', 'for', 'Language', 'Understanding']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n']","['NNS', ':', 'NN', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', 'NNP']",10
named-entity-recognition,8,4,"We introduce a new language representation model called BERT , which stands for Bidirectional Encoder Representations from Transformers .","['We', 'introduce', 'a', 'new', 'language', 'representation', 'model', 'called', 'BERT', ',', 'which', 'stands', 'for', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', '.']","['O', 'O', 'O', 'O', 'B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'VBP', 'DT', 'JJ', 'NN', 'NN', 'NN', 'VBN', 'NNP', ',', 'WDT', 'VBZ', 'IN', 'NNP', 'NNP', 'NNP', 'IN', 'NNP', '.']",19
named-entity-recognition,8,14,Language model pre-training has been shown to be effective for improving many natural language processing tasks .,"['Language', 'model', 'pre-training', 'has', 'been', 'shown', 'to', 'be', 'effective', 'for', 'improving', 'many', 'natural', 'language', 'processing', 'tasks', '.']","['B-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['JJ', 'NN', 'NN', 'VBZ', 'VBN', 'VBN', 'TO', 'VB', 'JJ', 'IN', 'VBG', 'JJ', 'JJ', 'NN', 'NN', 'NNS', '.']",17
named-entity-recognition,8,24,"In this paper , we improve the fine - tuning based approaches by proposing BERT : Bidirectional Encoder Representations from Transformers .","['In', 'this', 'paper', ',', 'we', 'improve', 'the', 'fine', '-', 'tuning', 'based', 'approaches', 'by', 'proposing', 'BERT', ':', 'Bidirectional', 'Encoder', 'Representations', 'from', 'Transformers', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'DT', 'NN', ',', 'PRP', 'VBP', 'DT', 'JJ', ':', 'NN', 'VBN', 'NNS', 'IN', 'VBG', 'NNP', ':', 'JJ', 'NNP', 'NNP', 'IN', 'NNP', '.']",22
named-entity-recognition,8,25,"BERT alleviates the previously mentioned unidirectionality constraint by using a "" masked language model "" ( MLM ) pre-training objective , inspired by the Cloze task .","['BERT', 'alleviates', 'the', 'previously', 'mentioned', 'unidirectionality', 'constraint', 'by', 'using', 'a', '""', 'masked', 'language', 'model', '""', '(', 'MLM', ')', 'pre-training', 'objective', ',', 'inspired', 'by', 'the', 'Cloze', 'task', '.']","['B-n', 'B-p', 'O', 'O', 'O', 'B-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['NNP', 'VBZ', 'DT', 'RB', 'VBN', 'NN', 'NN', 'IN', 'VBG', 'DT', 'NN', 'VBN', 'NN', 'NN', 'NNP', '(', 'NNP', ')', 'NN', 'NN', ',', 'VBN', 'IN', 'DT', 'NNP', 'NN', '.']",27
named-entity-recognition,8,26,"The masked language model randomly masks some of the tokens from the input , and the objective is to predict the original vocabulary id of the masked word based only on its context .","['The', 'masked', 'language', 'model', 'randomly', 'masks', 'some', 'of', 'the', 'tokens', 'from', 'the', 'input', ',', 'and', 'the', 'objective', 'is', 'to', 'predict', 'the', 'original', 'vocabulary', 'id', 'of', 'the', 'masked', 'word', 'based', 'only', 'on', 'its', 'context', '.']","['O', 'B-n', 'I-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'O', 'O', 'O', 'B-p', 'O', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'O']","['DT', 'JJ', 'NN', 'NN', 'RB', 'VBZ', 'DT', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NN', ',', 'CC', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'VBN', 'NN', 'VBN', 'RB', 'IN', 'PRP$', 'NN', '.']",34
named-entity-recognition,8,27,"Unlike left - toright language model pre-training , the MLM objective enables the representation to fuse the left and the right context , which allows us to pretrain a deep bidirectional Transformer .","['Unlike', 'left', '-', 'toright', 'language', 'model', 'pre-training', ',', 'the', 'MLM', 'objective', 'enables', 'the', 'representation', 'to', 'fuse', 'the', 'left', 'and', 'the', 'right', 'context', ',', 'which', 'allows', 'us', 'to', 'pretrain', 'a', 'deep', 'bidirectional', 'Transformer', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'O']","['IN', 'VBN', ':', 'JJ', 'NN', 'NN', 'NN', ',', 'DT', 'NNP', 'JJ', 'VBZ', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'CC', 'DT', 'JJ', 'NN', ',', 'WDT', 'VBZ', 'PRP', 'TO', 'VB', 'DT', 'JJ', 'JJ', 'NNP', '.']",33
named-entity-recognition,8,28,"In addition to the masked language model , we also use a "" next sentence prediction "" task that jointly pretrains text - pair representations .","['In', 'addition', 'to', 'the', 'masked', 'language', 'model', ',', 'we', 'also', 'use', 'a', '""', 'next', 'sentence', 'prediction', '""', 'task', 'that', 'jointly', 'pretrains', 'text', '-', 'pair', 'representations', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'I-p', 'B-n', 'I-n', 'I-n', 'I-n', 'O']","['IN', 'NN', 'TO', 'DT', 'JJ', 'NN', 'NN', ',', 'PRP', 'RB', 'VBP', 'DT', 'JJ', 'JJ', 'NN', 'NN', 'NNP', 'NN', 'WDT', 'RB', 'VBZ', 'JJ', ':', 'NN', 'NNS', '.']",26
named-entity-recognition,8,155,GLUE,['GLUE'],['B-n'],['NN'],1
named-entity-recognition,8,156,"The General Language Understanding Evaluation ( GLUE ) benchmark ( Wang et al. , 2018 a ) is a collection of diverse natural language understanding tasks .","['The', 'General', 'Language', 'Understanding', 'Evaluation', '(', 'GLUE', ')', 'benchmark', '(', 'Wang', 'et', 'al.', ',', '2018', 'a', ')', 'is', 'a', 'collection', 'of', 'diverse', 'natural', 'language', 'understanding', 'tasks', '.']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', ')', 'NN', '(', 'NNP', 'RB', 'RB', ',', 'CD', 'DT', ')', 'VBZ', 'DT', 'NN', 'IN', 'JJ', 'JJ', 'NN', 'JJ', 'NNS', '.']",27
named-entity-recognition,8,170,We use a batch size of 32 and fine - tune for 3 epochs over the data for all GLUE tasks .,"['We', 'use', 'a', 'batch', 'size', 'of', '32', 'and', 'fine', '-', 'tune', 'for', '3', 'epochs', 'over', 'the', 'data', 'for', 'all', 'GLUE', 'tasks', '.']","['O', 'B-p', 'O', 'B-p', 'I-p', 'B-p', 'B-n', 'O', 'B-p', 'I-p', 'I-p', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['PRP', 'VBP', 'DT', 'NN', 'NN', 'IN', 'CD', 'CC', 'JJ', ':', 'NN', 'IN', 'CD', 'NN', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NNP', 'NNS', '.']",22
named-entity-recognition,8,171,"For each task , we selected the best fine - tuning learning rate ( among 5 e - 5 , 4 e - 5 , 3 e - 5 , and 2 e - 5 ) on the Dev set .","['For', 'each', 'task', ',', 'we', 'selected', 'the', 'best', 'fine', '-', 'tuning', 'learning', 'rate', '(', 'among', '5', 'e', '-', '5', ',', '4', 'e', '-', '5', ',', '3', 'e', '-', '5', ',', 'and', '2', 'e', '-', '5', ')', 'on', 'the', 'Dev', 'set', '.']","['O', 'O', 'O', 'O', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'O']","['IN', 'DT', 'NN', ',', 'PRP', 'VBD', 'DT', 'JJS', 'JJ', ':', 'VBG', 'VBG', 'NN', '(', 'IN', 'CD', 'SYM', ':', 'CD', ',', 'CD', 'SYM', ':', 'CD', ',', 'CD', 'SYM', ':', 'CD', ',', 'CC', 'CD', 'SYM', ':', 'CD', ')', 'IN', 'DT', 'NNP', 'NN', '.']",41
named-entity-recognition,8,172,"Additionally , for BERT LARGE we found that finetuning was sometimes unstable on small datasets , so we ran several random restarts and selected the best model on the Dev set .","['Additionally', ',', 'for', 'BERT', 'LARGE', 'we', 'found', 'that', 'finetuning', 'was', 'sometimes', 'unstable', 'on', 'small', 'datasets', ',', 'so', 'we', 'ran', 'several', 'random', 'restarts', 'and', 'selected', 'the', 'best', 'model', 'on', 'the', 'Dev', 'set', '.']","['O', 'O', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'O', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['RB', ',', 'IN', 'NNP', 'NNP', 'PRP', 'VBD', 'IN', 'NN', 'VBD', 'RB', 'JJ', 'IN', 'JJ', 'NNS', ',', 'IN', 'PRP', 'VBD', 'JJ', 'JJ', 'NNS', 'CC', 'VBD', 'DT', 'JJS', 'NN', 'IN', 'DT', 'NNP', 'NN', '.']",32
named-entity-recognition,8,175,"Both BERT BASE and BERT LARGE outperform all systems on all tasks by a substantial margin , obtaining 4.5 % and 7.0 % respective average accuracy improvement over the prior state of the art .","['Both', 'BERT', 'BASE', 'and', 'BERT', 'LARGE', 'outperform', 'all', 'systems', 'on', 'all', 'tasks', 'by', 'a', 'substantial', 'margin', ',', 'obtaining', '4.5', '%', 'and', '7.0', '%', 'respective', 'average', 'accuracy', 'improvement', 'over', 'the', 'prior', 'state', 'of', 'the', 'art', '.']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O', 'B-p', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O']","['DT', 'NNP', 'NNP', 'CC', 'NNP', 'NNP', 'IN', 'DT', 'NNS', 'IN', 'DT', 'NNS', 'IN', 'DT', 'JJ', 'NN', ',', 'VBG', 'CD', 'NN', 'CC', 'CD', 'NN', 'JJ', 'JJ', 'NN', 'NN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']",35
named-entity-recognition,8,179,"We find that BERT LARGE significantly outperforms BERT BASE across all tasks , especially those with very little training data .","['We', 'find', 'that', 'BERT', 'LARGE', 'significantly', 'outperforms', 'BERT', 'BASE', 'across', 'all', 'tasks', ',', 'especially', 'those', 'with', 'very', 'little', 'training', 'data', '.']","['O', 'O', 'O', 'B-n', 'I-n', 'B-p', 'I-p', 'B-n', 'I-n', 'B-p', 'B-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['PRP', 'VBP', 'IN', 'NNP', 'NNP', 'RB', 'VBZ', 'NNP', 'NNP', 'IN', 'DT', 'NNS', ',', 'RB', 'DT', 'IN', 'RB', 'JJ', 'NN', 'NNS', '.']",21
named-entity-recognition,8,181,SQuAD v 1.1,"['SQuAD', 'v', '1.1']","['B-n', 'I-n', 'I-n']","['NNP', 'VBD', 'CD']",3
named-entity-recognition,8,182,The Stanford Question Answering Dataset ( SQuAD v1.1 ) is a collection of 100 k crowdsourced question / answer pairs .,"['The', 'Stanford', 'Question', 'Answering', 'Dataset', '(', 'SQuAD', 'v1.1', ')', 'is', 'a', 'collection', 'of', '100', 'k', 'crowdsourced', 'question', '/', 'answer', 'pairs', '.']","['O', 'B-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['DT', 'NNP', 'NNP', 'NNP', 'NNP', '(', 'NNP', 'NN', ')', 'VBZ', 'DT', 'NN', 'IN', 'CD', 'NNS', 'VBN', 'NN', 'NNP', 'NN', 'NNS', '.']",21
named-entity-recognition,8,195,We fine - tune for 3 epochs with a learning rate of 5 e - 5 and a batch size of 32 .,"['We', 'fine', '-', 'tune', 'for', '3', 'epochs', 'with', 'a', 'learning', 'rate', 'of', '5', 'e', '-', '5', 'and', 'a', 'batch', 'size', 'of', '32', '.']","['O', 'B-p', 'I-p', 'I-p', 'O', 'B-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'I-n', 'I-n', 'I-n', 'O', 'O', 'B-p', 'I-p', 'O', 'B-n', 'O']","['PRP', 'VBP', ':', 'NN', 'IN', 'CD', 'NNS', 'IN', 'DT', 'VBG', 'NN', 'IN', 'CD', 'SYM', ':', 'CD', 'CC', 'DT', 'NN', 'NN', 'IN', 'CD', '.']",23
named-entity-recognition,8,199,Our best performing system outperforms the top leaderboard system by + 1.5 F1 in ensembling and + 1.3 F1 as a single system .,"['Our', 'best', 'performing', 'system', 'outperforms', 'the', 'top', 'leaderboard', 'system', 'by', '+', '1.5', 'F1', 'in', 'ensembling', 'and', '+', '1.3', 'F1', 'as', 'a', 'single', 'system', '.']","['O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'I-n', 'I-n', 'B-p', 'B-n', 'O', 'B-n', 'I-n', 'I-n', 'B-p', 'O', 'B-n', 'I-n', 'O']","['PRP$', 'JJS', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', '$', 'CD', 'NNP', 'IN', 'VBG', 'CC', '$', 'CD', 'NNP', 'IN', 'DT', 'JJ', 'NN', '.']",24
named-entity-recognition,8,203,SQuAD v 2.0,"['SQuAD', 'v', '2.0']","['B-n', 'I-n', 'I-n']","['NNP', 'VBD', 'CD']",3
